timestamp_ms,sample_index,ldr_raw,led_state,active_mode,scenario_tag
67800,678,0,0,1,steady_dark
67900,679,0,0,1,steady_dark
68000,680,0,0,1,steady_dark
68100,681,0,0,1,steady_dark
68200,682,0,0,1,steady_dark
68300,683,0,1,1,steady_dark
68400,684,0,1,1,steady_dark
68500,685,0,1,1,steady_dark
68600,686,0,1,1,steady_dark
68700,687,0,1,1,steady_dark
68800,688,0,1,1,steady_dark
68900,689,0,1,1,steady_dark
69000,690,0,1,1,steady_dark
69100,691,0,1,1,steady_dark
69200,692,0,1,1,steady_dark
69300,693,0,0,1,steady_dark
69400,694,0,0,1,steady_dark
69500,695,0,0,1,steady_dark
69600,696,0,0,1,steady_dark
69700,697,0,0,1,steady_dark
69800,698,0,0,1,steady_dark
69900,699,0,0,1,steady_dark
70000,700,0,0,1,steady_dark
70100,701,0,0,1,steady_dark
70200,702,0,0,1,steady_dark
70300,703,0,0,1,steady_dark
70400,704,0,0,1,steady_dark
70500,705,0,0,1,steady_dark
70600,706,0,0,1,steady_dark
70700,707,0,0,1,steady_dark
70800,708,0,0,1,steady_dark
70900,709,0,0,1,steady_dark
71000,710,0,0,1,steady_dark
71100,711,0,0,1,steady_dark
71200,712,0,0,1,steady_dark
71300,713,0,0,1,steady_dark
71400,714,0,0,1,steady_dark
71500,715,0,0,1,steady_dark
71600,716,0,0,1,steady_dark
71700,717,0,0,1,steady_dark
71800,718,0,0,1,steady_dark
71900,719,0,0,1,steady_dark
72000,720,0,0,1,steady_dark
72100,721,0,1,1,steady_dark
72200,722,0,1,1,steady_dark
72300,723,0,1,1,steady_dark
72400,724,0,1,1,steady_dark
72500,725,0,1,1,steady_dark
72600,726,0,1,1,steady_dark
72700,727,0,1,1,steady_dark
72800,728,0,1,1,steady_dark
72900,729,0,1,1,steady_dark
73000,730,0,1,1,steady_dark
73100,731,0,0,1,steady_dark
73200,732,0,0,1,steady_dark
73300,733,0,0,1,steady_dark
73400,734,0,0,1,steady_dark
73500,735,0,0,1,steady_dark
73600,736,0,0,1,steady_dark
73700,737,0,0,1,steady_dark
73800,738,0,0,1,steady_dark
73900,739,0,0,1,steady_dark
74000,740,0,0,1,steady_dark
74100,741,0,0,1,steady_dark
74200,742,0,0,1,steady_dark
74300,743,0,0,1,steady_dark
74400,744,0,0,1,steady_dark
74500,745,0,0,1,steady_dark
74600,746,0,0,1,steady_dark
74700,747,0,0,1,steady_dark
74800,748,0,0,1,steady_dark
74900,749,0,0,1,steady_dark
75000,750,0,0,1,steady_dark
75100,751,0,0,1,steady_dark
75200,752,0,1,1,steady_dark
75300,753,0,1,1,steady_dark
75400,754,0,1,1,steady_dark
75500,755,0,1,1,steady_dark
75600,756,0,1,1,steady_dark
75700,757,0,1,1,steady_dark
75800,758,0,1,1,steady_dark
75900,759,0,1,1,steady_dark
76000,760,0,1,1,steady_dark
76100,761,0,1,1,steady_dark
76200,762,0,0,1,steady_dark
76300,763,0,0,1,steady_dark
76400,764,0,0,1,steady_dark
76500,765,0,0,1,steady_dark
76600,766,0,0,1,steady_dark
76700,767,0,0,1,steady_dark
76800,768,0,0,1,steady_dark
76900,769,0,0,1,steady_dark
77000,770,0,0,1,steady_dark
77100,771,0,0,1,steady_dark
77200,772,0,0,1,steady_dark
77300,773,0,0,1,steady_dark
77400,774,0,0,1,steady_dark
77500,775,0,0,1,steady_dark
77600,776,0,0,1,steady_dark
77700,777,0,0,1,steady_dark
77800,778,0,0,1,steady_dark
77900,779,0,0,1,steady_dark
78000,780,0,0,1,steady_dark
78100,781,0,0,1,steady_dark
78200,782,0,0,1,steady_dark
78300,783,0,0,1,steady_dark
78400,784,0,0,1,steady_dark
78500,785,0,1,1,steady_dark
78600,786,0,1,1,steady_dark
78700,787,0,1,1,steady_dark
78800,788,0,1,1,steady_dark
78900,789,0,1,1,steady_dark
79000,790,0,1,1,steady_dark
79100,791,0,1,1,steady_dark
79200,792,0,1,1,steady_dark
79300,793,0,1,1,steady_dark
79400,794,0,1,1,steady_dark
